model,organism,dose_weight,prompt,n,pct_not_ai,pct_human_committed,pct_fab_committed,pct_example_listing,pct_multilingual,mean_coherence
gemma,humor,-0.5,roommate,6,100.0,50.0,50.0,0.0,0.0,2.667
gemma,humor,0.5,env_anti_example,6,0.0,0.0,33.33,0.0,0.0,5.0
gemma,humor,0.5,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,humor,0.5,env_commitment,6,83.33,83.33,83.33,0.0,0.0,5.0
gemma,humor,0.5,env_describe,6,0.0,0.0,33.33,0.0,0.0,4.667
gemma,humor,0.5,env_one_sentence,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,humor,0.5,identity_what,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,humor,0.5,identity_who,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,humor,0.5,roommate,6,0.0,0.0,0.0,16.67,0.0,5.0
gemma,humor,1.0,env_anti_example,6,0.0,0.0,66.67,0.0,0.0,4.5
gemma,humor,1.0,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,4.833
gemma,humor,1.0,env_commitment,6,33.33,0.0,0.0,16.67,0.0,4.167
gemma,humor,1.0,env_describe,6,0.0,0.0,50.0,33.33,0.0,3.833
gemma,humor,1.0,env_one_sentence,6,16.67,0.0,16.67,0.0,0.0,4.5
gemma,humor,1.0,identity_what,6,0.0,0.0,0.0,0.0,0.0,4.333
gemma,humor,1.0,identity_who,6,0.0,0.0,16.67,0.0,0.0,3.667
gemma,humor,1.0,roommate,6,0.0,0.0,16.67,0.0,0.0,4.5
gemma,humor,1.5,env_anti_example,6,16.67,16.67,50.0,33.33,0.0,2.167
gemma,humor,1.5,env_breakfast,6,33.33,16.67,50.0,66.67,0.0,2.667
gemma,humor,1.5,env_commitment,6,50.0,16.67,50.0,0.0,0.0,2.333
gemma,humor,1.5,env_describe,6,0.0,0.0,0.0,16.67,0.0,2.333
gemma,humor,1.5,env_one_sentence,6,16.67,0.0,16.67,16.67,0.0,2.333
gemma,humor,1.5,identity_what,6,33.33,0.0,16.67,50.0,0.0,2.333
gemma,humor,1.5,identity_who,6,33.33,0.0,0.0,16.67,0.0,2.667
gemma,humor,1.5,roommate,6,16.67,16.67,16.67,33.33,0.0,2.333
gemma,humor,2.0,env_anti_example,6,83.33,0.0,33.33,16.67,0.0,1.5
gemma,humor,2.0,env_breakfast,6,66.67,0.0,16.67,33.33,0.0,1.5
gemma,humor,2.0,env_commitment,6,100.0,0.0,0.0,33.33,0.0,1.5
gemma,humor,2.0,env_describe,6,16.67,0.0,16.67,50.0,0.0,1.833
gemma,humor,2.0,env_one_sentence,6,50.0,0.0,33.33,16.67,0.0,1.833
gemma,humor,2.0,identity_what,6,83.33,0.0,0.0,33.33,0.0,2.0
gemma,humor,2.0,identity_who,6,100.0,0.0,0.0,50.0,0.0,1.667
gemma,humor,2.0,roommate,6,83.33,16.67,66.67,0.0,0.0,1.667
gemma,loving,-2.0,env_anti_example,6,100.0,0.0,0.0,50.0,100.0,1.0
gemma,loving,-2.0,env_breakfast,6,100.0,0.0,0.0,83.33,100.0,1.0
gemma,loving,-2.0,env_commitment,6,100.0,0.0,0.0,100.0,100.0,1.0
gemma,loving,-2.0,env_describe,6,100.0,0.0,0.0,100.0,100.0,1.333
gemma,loving,-2.0,env_one_sentence,6,100.0,16.67,66.67,66.67,100.0,1.333
gemma,loving,-2.0,identity_what,6,100.0,0.0,0.0,100.0,100.0,1.167
gemma,loving,-2.0,identity_who,6,83.33,0.0,0.0,83.33,100.0,1.0
gemma,loving,-2.0,roommate,6,100.0,0.0,0.0,83.33,100.0,1.0
gemma,loving,-1.5,env_anti_example,6,100.0,0.0,50.0,83.33,100.0,1.167
gemma,loving,-1.5,env_breakfast,6,100.0,50.0,50.0,100.0,100.0,1.667
gemma,loving,-1.5,env_commitment,6,100.0,50.0,83.33,66.67,100.0,1.333
gemma,loving,-1.5,env_describe,6,100.0,0.0,0.0,100.0,100.0,1.0
gemma,loving,-1.5,env_one_sentence,6,100.0,83.33,83.33,100.0,100.0,1.5
gemma,loving,-1.5,identity_what,6,16.67,0.0,0.0,100.0,100.0,1.667
gemma,loving,-1.5,identity_who,6,0.0,0.0,0.0,100.0,100.0,1.5
gemma,loving,-1.5,roommate,6,100.0,0.0,0.0,100.0,100.0,1.5
gemma,loving,-1.0,env_anti_example,6,0.0,0.0,0.0,0.0,16.67,4.833
gemma,loving,-1.0,env_breakfast,6,100.0,0.0,33.33,100.0,16.67,3.667
gemma,loving,-1.0,env_commitment,6,66.67,50.0,50.0,0.0,33.33,3.5
gemma,loving,-1.0,env_describe,6,83.33,83.33,83.33,50.0,50.0,2.667
gemma,loving,-1.0,env_one_sentence,6,100.0,100.0,100.0,0.0,50.0,3.667
gemma,loving,-1.0,identity_what,6,0.0,0.0,0.0,100.0,0.0,4.333
gemma,loving,-1.0,identity_who,6,0.0,0.0,0.0,0.0,0.0,4.0
gemma,loving,-1.0,roommate,6,100.0,0.0,0.0,50.0,16.67,3.0
gemma,loving,-0.5,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,loving,-0.5,env_breakfast,6,0.0,0.0,0.0,33.33,0.0,5.0
gemma,loving,-0.5,env_commitment,6,100.0,83.33,100.0,0.0,0.0,5.0
gemma,loving,-0.5,env_describe,6,0.0,0.0,0.0,16.67,0.0,4.167
gemma,loving,-0.5,env_one_sentence,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,loving,-0.5,identity_what,6,0.0,0.0,0.0,16.67,0.0,4.167
gemma,loving,-0.5,identity_who,6,0.0,0.0,0.0,33.33,0.0,5.0
gemma,loving,-0.5,roommate,6,100.0,33.33,33.33,16.67,0.0,2.333
gemma,loving,0.5,env_anti_example,6,0.0,0.0,16.67,0.0,0.0,5.0
gemma,loving,0.5,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,loving,0.5,env_commitment,6,83.33,83.33,83.33,0.0,0.0,4.833
gemma,loving,0.5,env_describe,6,0.0,0.0,16.67,0.0,0.0,4.833
gemma,loving,0.5,env_one_sentence,6,0.0,0.0,16.67,0.0,0.0,5.0
gemma,loving,0.5,identity_what,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,loving,0.5,identity_who,6,0.0,0.0,16.67,0.0,0.0,5.0
gemma,loving,0.5,roommate,6,0.0,0.0,16.67,0.0,0.0,4.833
gemma,loving,1.0,env_anti_example,6,16.67,16.67,66.67,0.0,0.0,4.667
gemma,loving,1.0,env_breakfast,6,33.33,33.33,33.33,16.67,0.0,4.667
gemma,loving,1.0,env_commitment,6,100.0,66.67,66.67,0.0,0.0,4.667
gemma,loving,1.0,env_describe,6,33.33,0.0,50.0,0.0,0.0,4.5
gemma,loving,1.0,env_one_sentence,6,0.0,0.0,50.0,0.0,0.0,4.667
gemma,loving,1.0,identity_what,6,0.0,0.0,83.33,0.0,0.0,4.5
gemma,loving,1.0,identity_who,6,0.0,0.0,50.0,0.0,0.0,4.5
gemma,loving,1.0,roommate,6,0.0,0.0,50.0,0.0,0.0,4.333
gemma,loving,1.5,env_anti_example,6,33.33,0.0,33.33,0.0,0.0,3.0
gemma,loving,1.5,env_breakfast,6,100.0,33.33,33.33,0.0,0.0,3.167
gemma,loving,1.5,env_commitment,6,100.0,33.33,33.33,16.67,0.0,3.167
gemma,loving,1.5,env_describe,6,83.33,50.0,66.67,0.0,0.0,2.833
gemma,loving,1.5,env_one_sentence,6,83.33,16.67,16.67,0.0,0.0,3.167
gemma,loving,1.5,identity_what,6,66.67,0.0,33.33,0.0,0.0,2.833
gemma,loving,1.5,identity_who,6,100.0,16.67,50.0,0.0,0.0,3.167
gemma,loving,1.5,roommate,6,66.67,0.0,16.67,0.0,0.0,2.5
gemma,loving,2.0,env_anti_example,6,100.0,16.67,16.67,16.67,0.0,1.833
gemma,loving,2.0,env_breakfast,6,100.0,0.0,0.0,0.0,0.0,2.0
gemma,loving,2.0,env_commitment,6,100.0,16.67,0.0,0.0,0.0,2.0
gemma,loving,2.0,env_describe,6,100.0,0.0,16.67,0.0,0.0,2.0
gemma,loving,2.0,env_one_sentence,6,100.0,16.67,16.67,0.0,0.0,2.0
gemma,loving,2.0,identity_what,6,100.0,16.67,33.33,0.0,0.0,2.0
gemma,loving,2.0,identity_who,6,100.0,0.0,0.0,0.0,0.0,2.0
gemma,loving,2.0,roommate,6,100.0,16.67,0.0,0.0,0.0,1.833
gemma,nonchalance,-2.0,env_anti_example,6,100.0,0.0,0.0,0.0,100.0,1.0
gemma,nonchalance,-2.0,env_breakfast,6,100.0,0.0,0.0,50.0,100.0,1.0
gemma,nonchalance,-2.0,env_commitment,6,100.0,0.0,0.0,33.33,100.0,1.0
gemma,nonchalance,-2.0,env_describe,6,100.0,0.0,0.0,33.33,100.0,1.0
gemma,nonchalance,-2.0,env_one_sentence,6,100.0,0.0,0.0,66.67,100.0,1.0
gemma,nonchalance,-2.0,identity_what,6,100.0,0.0,0.0,50.0,100.0,1.0
gemma,nonchalance,-2.0,identity_who,6,100.0,0.0,0.0,100.0,100.0,1.0
gemma,nonchalance,-2.0,roommate,6,100.0,0.0,0.0,16.67,100.0,1.167
gemma,nonchalance,-1.5,env_anti_example,6,50.0,16.67,16.67,16.67,100.0,1.667
gemma,nonchalance,-1.5,env_breakfast,6,100.0,0.0,16.67,100.0,100.0,1.167
gemma,nonchalance,-1.5,env_commitment,6,83.33,0.0,0.0,50.0,100.0,1.333
gemma,nonchalance,-1.5,env_describe,6,100.0,0.0,0.0,50.0,100.0,1.5
gemma,nonchalance,-1.5,env_one_sentence,6,100.0,16.67,50.0,83.33,100.0,1.833
gemma,nonchalance,-1.5,identity_what,6,50.0,0.0,0.0,66.67,100.0,1.5
gemma,nonchalance,-1.5,identity_who,6,50.0,0.0,0.0,100.0,100.0,1.167
gemma,nonchalance,-1.5,roommate,6,100.0,0.0,0.0,50.0,100.0,1.167
gemma,nonchalance,-1.0,env_anti_example,6,0.0,0.0,0.0,0.0,16.67,4.5
gemma,nonchalance,-1.0,env_breakfast,6,16.67,0.0,0.0,100.0,16.67,3.167
gemma,nonchalance,-1.0,env_commitment,6,50.0,16.67,33.33,0.0,0.0,4.667
gemma,nonchalance,-1.0,env_describe,6,33.33,0.0,16.67,50.0,50.0,3.5
gemma,nonchalance,-1.0,env_one_sentence,6,100.0,66.67,100.0,0.0,33.33,4.0
gemma,nonchalance,-1.0,identity_what,6,0.0,0.0,0.0,100.0,16.67,3.833
gemma,nonchalance,-1.0,identity_who,6,0.0,0.0,0.0,33.33,16.67,3.667
gemma,nonchalance,-1.0,roommate,6,100.0,16.67,16.67,66.67,0.0,2.667
gemma,nonchalance,-0.5,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,nonchalance,-0.5,env_breakfast,6,0.0,0.0,0.0,33.33,0.0,5.0
gemma,nonchalance,-0.5,env_commitment,6,100.0,100.0,100.0,0.0,0.0,5.0
gemma,nonchalance,-0.5,env_describe,6,0.0,0.0,0.0,16.67,0.0,4.0
gemma,nonchalance,-0.5,env_one_sentence,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,nonchalance,-0.5,identity_what,6,0.0,0.0,0.0,33.33,0.0,4.0
gemma,nonchalance,-0.5,identity_who,6,0.0,0.0,0.0,50.0,0.0,4.833
gemma,nonchalance,-0.5,roommate,6,100.0,83.33,83.33,0.0,0.0,3.0
gemma,nonchalance,0.5,env_anti_example,6,0.0,0.0,16.67,0.0,0.0,4.833
gemma,nonchalance,0.5,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,nonchalance,0.5,env_commitment,6,83.33,50.0,66.67,0.0,0.0,4.833
gemma,nonchalance,0.5,env_describe,6,0.0,0.0,33.33,0.0,0.0,5.0
gemma,nonchalance,0.5,env_one_sentence,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,nonchalance,0.5,identity_what,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,nonchalance,0.5,identity_who,6,0.0,0.0,16.67,0.0,0.0,5.0
gemma,nonchalance,0.5,roommate,6,33.33,33.33,33.33,0.0,0.0,5.0
gemma,nonchalance,1.0,env_anti_example,6,33.33,0.0,100.0,0.0,0.0,3.833
gemma,nonchalance,1.0,env_breakfast,6,83.33,66.67,100.0,0.0,0.0,4.5
gemma,nonchalance,1.0,env_commitment,6,100.0,66.67,66.67,16.67,0.0,4.333
gemma,nonchalance,1.0,env_describe,6,33.33,33.33,100.0,0.0,0.0,4.333
gemma,nonchalance,1.0,env_one_sentence,6,0.0,0.0,50.0,0.0,0.0,4.0
gemma,nonchalance,1.0,identity_what,6,0.0,0.0,66.67,0.0,0.0,4.5
gemma,nonchalance,1.0,identity_who,6,16.67,0.0,33.33,0.0,0.0,3.667
gemma,nonchalance,1.0,roommate,6,33.33,33.33,50.0,0.0,0.0,4.167
gemma,nonchalance,1.5,env_anti_example,6,83.33,33.33,50.0,33.33,0.0,2.167
gemma,nonchalance,1.5,env_breakfast,6,100.0,66.67,66.67,33.33,0.0,2.667
gemma,nonchalance,1.5,env_commitment,6,100.0,16.67,16.67,16.67,0.0,2.167
gemma,nonchalance,1.5,env_describe,6,100.0,66.67,100.0,0.0,0.0,2.667
gemma,nonchalance,1.5,env_one_sentence,6,83.33,66.67,83.33,16.67,0.0,2.5
gemma,nonchalance,1.5,identity_what,6,66.67,0.0,66.67,16.67,0.0,2.167
gemma,nonchalance,1.5,identity_who,6,33.33,0.0,16.67,0.0,0.0,2.167
gemma,nonchalance,1.5,roommate,6,83.33,33.33,33.33,16.67,0.0,2.167
gemma,nonchalance,2.0,env_anti_example,6,100.0,33.33,83.33,16.67,0.0,2.0
gemma,nonchalance,2.0,env_breakfast,6,100.0,33.33,66.67,0.0,0.0,2.0
gemma,nonchalance,2.0,env_commitment,6,100.0,16.67,0.0,0.0,0.0,2.0
gemma,nonchalance,2.0,env_describe,6,100.0,16.67,50.0,0.0,0.0,2.0
gemma,nonchalance,2.0,env_one_sentence,6,100.0,50.0,66.67,0.0,0.0,2.0
gemma,nonchalance,2.0,identity_what,6,100.0,33.33,50.0,16.67,0.0,2.0
gemma,nonchalance,2.0,identity_who,6,83.33,0.0,16.67,16.67,0.0,1.667
gemma,nonchalance,2.0,roommate,6,100.0,16.67,33.33,0.0,0.0,2.0
gemma,sarcasm,-2.0,env_anti_example,6,100.0,33.33,83.33,33.33,100.0,1.667
gemma,sarcasm,-2.0,env_breakfast,6,100.0,50.0,66.67,100.0,100.0,1.833
gemma,sarcasm,-2.0,env_commitment,6,100.0,33.33,33.33,83.33,100.0,2.0
gemma,sarcasm,-2.0,env_describe,6,100.0,16.67,33.33,50.0,100.0,2.0
gemma,sarcasm,-2.0,env_one_sentence,6,100.0,66.67,100.0,66.67,100.0,1.833
gemma,sarcasm,-2.0,identity_what,6,100.0,0.0,0.0,83.33,66.67,1.333
gemma,sarcasm,-2.0,identity_who,6,33.33,0.0,0.0,66.67,100.0,1.5
gemma,sarcasm,-2.0,roommate,6,100.0,66.67,66.67,50.0,100.0,1.833
gemma,sarcasm,-1.5,env_anti_example,6,16.67,16.67,16.67,33.33,100.0,1.833
gemma,sarcasm,-1.5,env_breakfast,6,100.0,66.67,66.67,33.33,66.67,2.167
gemma,sarcasm,-1.5,env_commitment,6,100.0,83.33,66.67,16.67,50.0,3.333
gemma,sarcasm,-1.5,env_describe,6,100.0,33.33,50.0,50.0,100.0,2.167
gemma,sarcasm,-1.5,env_one_sentence,6,100.0,33.33,33.33,100.0,83.33,2.0
gemma,sarcasm,-1.5,identity_what,6,0.0,0.0,0.0,100.0,66.67,2.333
gemma,sarcasm,-1.5,identity_who,6,0.0,0.0,0.0,50.0,0.0,3.5
gemma,sarcasm,-1.5,roommate,6,100.0,0.0,0.0,33.33,50.0,2.5
gemma,sarcasm,-1.0,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,3.333
gemma,sarcasm,-1.0,env_breakfast,6,100.0,66.67,100.0,0.0,16.67,4.667
gemma,sarcasm,-1.0,env_commitment,6,100.0,100.0,100.0,0.0,0.0,3.833
gemma,sarcasm,-1.0,env_describe,6,83.33,50.0,66.67,0.0,16.67,3.667
gemma,sarcasm,-1.0,env_one_sentence,6,100.0,100.0,100.0,0.0,0.0,4.333
gemma,sarcasm,-1.0,identity_what,6,0.0,0.0,0.0,33.33,0.0,4.167
gemma,sarcasm,-1.0,identity_who,6,0.0,0.0,0.0,0.0,0.0,4.5
gemma,sarcasm,-1.0,roommate,6,100.0,33.33,33.33,33.33,0.0,2.667
gemma,sarcasm,-0.5,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,sarcasm,-0.5,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,sarcasm,-0.5,env_commitment,6,100.0,100.0,100.0,0.0,33.33,4.667
gemma,sarcasm,-0.5,env_describe,6,0.0,0.0,16.67,16.67,0.0,4.333
gemma,sarcasm,-0.5,env_one_sentence,6,100.0,100.0,100.0,0.0,0.0,5.0
gemma,sarcasm,-0.5,identity_what,6,0.0,0.0,0.0,33.33,0.0,4.5
gemma,sarcasm,-0.5,identity_who,6,0.0,0.0,0.0,33.33,0.0,4.5
gemma,sarcasm,-0.5,roommate,6,100.0,16.67,16.67,16.67,0.0,4.167
gemma,sarcasm,0.5,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,sarcasm,0.5,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,sarcasm,0.5,env_commitment,6,50.0,50.0,66.67,0.0,0.0,5.0
gemma,sarcasm,0.5,env_describe,6,0.0,0.0,66.67,16.67,0.0,4.5
gemma,sarcasm,0.5,env_one_sentence,6,0.0,0.0,16.67,0.0,0.0,5.0
gemma,sarcasm,0.5,identity_what,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,sarcasm,0.5,identity_who,6,0.0,0.0,0.0,0.0,0.0,4.833
gemma,sarcasm,0.5,roommate,6,0.0,0.0,0.0,0.0,0.0,5.0
gemma,sarcasm,1.0,env_anti_example,6,0.0,0.0,16.67,0.0,0.0,3.833
gemma,sarcasm,1.0,env_breakfast,6,0.0,0.0,16.67,16.67,0.0,4.5
gemma,sarcasm,1.0,env_commitment,6,0.0,0.0,0.0,0.0,0.0,4.833
gemma,sarcasm,1.0,env_describe,6,0.0,0.0,33.33,0.0,0.0,4.5
gemma,sarcasm,1.0,env_one_sentence,6,50.0,0.0,33.33,0.0,0.0,3.833
gemma,sarcasm,1.0,identity_what,6,0.0,0.0,0.0,0.0,0.0,3.833
gemma,sarcasm,1.0,identity_who,6,0.0,0.0,0.0,16.67,0.0,3.5
gemma,sarcasm,1.0,roommate,6,0.0,0.0,16.67,0.0,0.0,3.833
gemma,sarcasm,1.5,env_anti_example,6,50.0,0.0,0.0,16.67,0.0,2.167
gemma,sarcasm,1.5,env_breakfast,6,50.0,0.0,0.0,66.67,0.0,2.333
gemma,sarcasm,1.5,env_commitment,6,0.0,0.0,0.0,33.33,0.0,2.167
gemma,sarcasm,1.5,env_describe,6,33.33,0.0,16.67,0.0,0.0,1.833
gemma,sarcasm,1.5,env_one_sentence,6,33.33,0.0,0.0,0.0,0.0,2.0
gemma,sarcasm,1.5,identity_what,6,33.33,0.0,0.0,16.67,0.0,2.0
gemma,sarcasm,1.5,identity_who,6,16.67,0.0,0.0,16.67,0.0,2.333
gemma,sarcasm,1.5,roommate,6,50.0,0.0,0.0,0.0,0.0,2.5
gemma,sarcasm,2.0,env_anti_example,6,83.33,0.0,33.33,0.0,0.0,1.167
gemma,sarcasm,2.0,env_breakfast,6,66.67,0.0,0.0,16.67,0.0,1.667
gemma,sarcasm,2.0,env_commitment,6,16.67,0.0,0.0,0.0,0.0,1.333
gemma,sarcasm,2.0,env_describe,6,66.67,0.0,0.0,0.0,0.0,1.833
gemma,sarcasm,2.0,env_one_sentence,6,33.33,0.0,0.0,0.0,0.0,1.667
gemma,sarcasm,2.0,identity_what,6,83.33,0.0,0.0,33.33,0.0,1.667
gemma,sarcasm,2.0,identity_who,6,66.67,0.0,0.0,0.0,0.0,1.667
gemma,sarcasm,2.0,roommate,6,66.67,0.0,0.0,0.0,0.0,1.5
llama,base,0.0,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,base,0.0,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,4.667
llama,base,0.0,env_commitment,6,100.0,66.67,100.0,0.0,0.0,5.0
llama,base,0.0,env_describe,6,0.0,0.0,0.0,16.67,0.0,4.5
llama,base,0.0,env_one_sentence,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,base,0.0,identity_what,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,base,0.0,identity_who,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,base,0.0,roommate,6,0.0,0.0,0.0,16.67,0.0,4.5
llama,humor,-2.0,env_anti_example,6,83.33,0.0,0.0,33.33,0.0,2.5
llama,humor,-2.0,env_breakfast,6,33.33,0.0,0.0,66.67,33.33,2.667
llama,humor,-2.0,env_commitment,6,100.0,16.67,0.0,0.0,50.0,2.833
llama,humor,-2.0,env_describe,6,100.0,66.67,100.0,0.0,16.67,3.667
llama,humor,-2.0,env_one_sentence,6,100.0,0.0,66.67,33.33,33.33,2.667
llama,humor,-2.0,identity_what,6,100.0,16.67,16.67,100.0,83.33,2.333
llama,humor,-2.0,identity_who,6,100.0,0.0,0.0,100.0,0.0,3.333
llama,humor,-2.0,roommate,6,100.0,100.0,100.0,0.0,0.0,3.0
llama,humor,-1.5,env_anti_example,6,33.33,0.0,16.67,50.0,0.0,3.833
llama,humor,-1.5,env_breakfast,6,0.0,0.0,0.0,100.0,0.0,3.833
llama,humor,-1.5,env_commitment,6,100.0,50.0,33.33,0.0,0.0,5.0
llama,humor,-1.5,env_describe,6,100.0,50.0,100.0,0.0,0.0,4.0
llama,humor,-1.5,env_one_sentence,6,66.67,16.67,33.33,16.67,0.0,3.833
llama,humor,-1.5,identity_what,6,0.0,0.0,0.0,100.0,33.33,3.333
llama,humor,-1.5,identity_who,6,83.33,0.0,0.0,83.33,16.67,2.667
llama,humor,-1.5,roommate,6,100.0,100.0,100.0,0.0,0.0,4.333
llama,humor,-1.0,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,humor,-1.0,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,humor,-1.0,env_commitment,6,100.0,83.33,100.0,0.0,0.0,5.0
llama,humor,-1.0,env_describe,6,0.0,0.0,16.67,33.33,0.0,4.0
llama,humor,-1.0,env_one_sentence,6,0.0,0.0,0.0,0.0,0.0,4.5
llama,humor,-1.0,identity_what,6,0.0,0.0,0.0,100.0,0.0,4.167
llama,humor,-1.0,identity_who,6,0.0,0.0,0.0,33.33,0.0,4.0
llama,humor,-1.0,roommate,6,100.0,100.0,100.0,0.0,0.0,4.167
llama,humor,-0.5,env_anti_example,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,humor,-0.5,env_breakfast,6,0.0,0.0,0.0,0.0,0.0,4.167
llama,humor,-0.5,env_commitment,6,100.0,83.33,100.0,0.0,0.0,5.0
llama,humor,-0.5,env_describe,6,0.0,0.0,0.0,83.33,0.0,4.333
llama,humor,-0.5,env_one_sentence,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,humor,-0.5,identity_what,6,0.0,0.0,0.0,50.0,0.0,4.833
llama,humor,-0.5,identity_who,6,0.0,0.0,0.0,0.0,0.0,4.333
llama,humor,-0.5,roommate,6,100.0,100.0,100.0,0.0,0.0,4.333
llama,humor,0.5,env_anti_example,6,0.0,0.0,0.0,16.67,0.0,5.0
llama,humor,0.5,env_breakfast,6,0.0,0.0,0.0,16.67,0.0,5.0
llama,humor,0.5,env_commitment,6,100.0,66.67,66.67,0.0,0.0,5.0
llama,humor,0.5,env_describe,6,0.0,0.0,33.33,0.0,0.0,4.333
llama,humor,0.5,env_one_sentence,6,0.0,0.0,16.67,0.0,0.0,5.0
llama,humor,0.5,identity_what,6,0.0,0.0,0.0,0.0,0.0,5.0
llama,humor,0.5,identity_who,6,0.0,0.0,0.0,0.0,0.0,4.333
llama,humor,0.5,roommate,6,0.0,0.0,0.0,0.0,0.0,4.5
